id,protocol,service,description,severity
1769,tcp/udp,bmc-net-adm,bmc-net-adm,3
1770,tcp/udp,bmc-net-svc,bmc-net-svc,3
1771,tcp/udp,vaultbase,vaultbase,3
1772,tcp/udp,essweb-gw,EssWeb Gateway,3
1773,tcp/udp,kmscontrol,KMSControl,3
1774,tcp/udp,global-dtserv,global-dtserv,3
1776,tcp/udp,femis,Federal Emergency Management Information System,3
1777,tcp/udp,powerguardian,powerguardian,3
1778,tcp/udp,prodigy-intrnet,prodigy-internet,3
1779,tcp/udp,pharmasoft,pharmasoft,3
1780,tcp/udp,dpkeyserv,dpkeyserv,3
1781,tcp/udp,answersoft-lm,answersoft-lm,3
1782,tcp/udp,hp-hcip,hp-hcip,3
1783,tcp/udp,fjris,Fujitsu Remote Install Service,3
1784,tcp/udp,finle-lm,Finle License Manager,3
1785,tcp/udp,windlm,Wind River Systems License Manager,3
1786,tcp/udp,funk-logger,funk-logger,3
1787,tcp/udp,funk-license,funk-license,3
1788,tcp/udp,psmond,psmond,3
1789,tcp/udp,hello,hello,3
1790,tcp/udp,nmsp,Narrative Media Streaming Protocol,3
1791,tcp/udp,ea1,EA1,3
1792,tcp/udp,ibm-dt-2,ibm-dt-2,3
1793,tcp/udp,rsc-robot,rsc-robot,3
1794,tcp/udp,cera-bcm,cera-bcm,3
1795,tcp/udp,dpi-proxy,dpi-proxy,3
1796,tcp/udp,vocaltec-admin,Vocaltec Server Administration,3
1797,tcp/udp,uma,UMA,3
1798,tcp/udp,etp,Event Transfer Protocol,3
1799,tcp/udp,netrisk,NETRISK,3
1800,tcp/udp,ansys-lm,ANSYS-License manager,3
1801,tcp/udp,msmq,Microsoft Message Que,3
1802,tcp/udp,concomp1,ConComp1,3
1803,tcp/udp,hp-hcip-gwy,HP-HCIP-GWY,3
1804,tcp/udp,enl,ENL,3
1805,tcp/udp,enl-name,ENL-Name,3
1806,tcp/udp,musiconline,Musiconline,3
1807,tcp/udp,fhsp,Fujitsu Hot Standby Protocol,3
1808,tcp/udp,oracle-vp2,Oracle-VP2,3
1809,tcp/udp,oracle-vp1,Oracle-VP1,3
1810,tcp/udp,jerand-lm,Jerand License Manager,3
1811,tcp/udp,scientia-sdb,Scientia-SDB,3
1812,tcp/udp,radius,RADIUS,3
1813,tcp/udp,radius-acct,RADIUS Accounting,3
1814,tcp/udp,tdp-suite,TDP Suite,3
1815,tcp/udp,mmpft,MMPFT,3
1816,tcp/udp,harp,HARP,3
1817,tcp/udp,#,Unassigned,3
1818,tcp/udp,etftp,Enhanced Trivial File Transfer Protocol,3
1819,tcp/udp,plato-lm,Plato License Manager,3
1820,tcp/udp,mcagent,mcagent,3
1821,tcp/udp,donnyworld,donnyworld,3
1822,tcp/udp,es-elmd,es-elmd,3
1823,tcp/udp,unisys-lm,Unisys Natural Language License Manager,3
1824,tcp/udp,metrics-pas,metrics-pas,3
1825-1849,tcp/udp,#,Unassigned,3
1850,tcp/udp,gsi,GSI,3
1851-1859,tcp/udp,#,Unassigned,3
1860,tcp/udp,sunscalar-svc,SunSCALAR Services,3
1861,tcp/udp,lecroy-vicp,LeCroy VICP,3
1862,tcp/udp,techra-server,techra-server,3
1863,tcp/udp,msnp,MSNP,3
1864,tcp/udp,paradym-31port,Paradym 31 Port,3
1865,tcp/udp,entp,ENTP,3
1866-1869,tcp/udp,#,Unassigned,3
1870,tcp/udp,sunscalar-dns,SunSCALAR DNS Service,3
1871-1880,tcp/udp,#,Unassigned,3
1881,tcp/udp,ibm-mqseries2,IBM MQSeries,3
1882-1900,tcp/udp,#,Unassigned,3
1901,tcp/udp,fjicl-tep-a,Fujitsu ICL Terminal Emulator Program A,3
1902,tcp/udp,fjicl-tep-b,Fujitsu ICL Terminal Emulator Program B,3
1903,tcp/udp,linkname,Local Link Name Resolution,3
1904,tcp/udp,fjicl-tep-c,Fujitsu ICL Terminal Emulator Program C,3
1905,tcp/udp,sugp,Secure UP.Link Gateway Protocol,3
1906,tcp/udp,tpmd,TPortMapperReq,3
1907,tcp/udp,intrastar,IntraSTAR,3
1908,tcp/udp,dawn,Dawn,3
1909,tcp/udp,global-wlink,Global World Link,3
1908-1910,tcp/udp,#,Unassigned,3
1911,tcp/udp,mtp,Starlight Networks Multimedia Transport Protocol,3
1912,tcp/udp,#,Unassigned,3
1913,tcp/udp,armadp,armadp,3
1914,tcp/udp,elm-momentum,Elm-Momentum,3
1915,tcp/udp,facelink,FACELINK,3
1916,tcp/udp,persona,Persoft Persona,3
1917,tcp/udp,noagent,nOAgent,3
1918,tcp/udp,can-nds,Candle Directory Service – NDS,3
1919,tcp/udp,can-dch,Candle Directory Service – DCH,3
1920,tcp/udp,can-ferret,Candle Directory Service – FERRET,3
1921,tcp/udp,noadmin,NoAdmin,3
1922-1943,tcp/udp,#,Unassigned,3
1944,tcp/udp,close-combat,close-combat,3
1945,tcp/udp,dialogic-elmd,dialogic-elmd,3
1946,tcp/udp,tekpls,tekpls,3
1947,tcp/udp,hlserver,hlserver,3
1948,tcp/udp,eye2eye,eye2eye,3
1949,tcp/udp,ismaeasdaqlive,ISMA Easdaq Live,3
1950,tcp/udp,ismaeasdaqtest,ISMA Easdaq Test,3
1951,tcp/udp,bcs-lmserver,bcs-lmserver,3
1952-1972,tcp/udp,#,Unassigned,3
1973,tcp/udp,dlsrap,Data Link Switching Remote Access Protocol,3
1974-1984,tcp/udp,#,Unassigned,3
1985,tcp/udp,hsrp,Hot Standby Router Protocol,3
1986,tcp/udp,licensedaemon,cisco license management,3
1987,tcp/udp,tr-rsrb-p1,cisco RSRB Priority 1 port,3
1988,tcp/udp,tr-rsrb-p2,cisco RSRB Priority 2 port,3
1989,udp,tr-rsrb-p3,cisco RSRB Priority 3 port,3
1989,tcp/udp,mshnet,MHSnet system,3
1990,tcp/udp,stun-p1,cisco STUN Priority 1 port,3
1991,tcp/udp,stun-p2,cisco STUN Priority 2 port,3
1992,udp,stun-p3,cisco STUN Priority 3 port,3
1992,tcp/udp,ipsendmsg,IPsendmsg,3
1993,tcp/udp,snmp-tcp-port,cisco SNMP TCP port,3
1994,tcp/udp,stun-port,cisco serial tunnel port,3
1995,tcp/udp,perf-port,cisco perf port,3
1996,tcp/udp,tr-rsrb-port,cisco Remote SRB port,3
1997,tcp/udp,gdp-port,cisco Gateway Discovery Protocol,3
1998,tcp/udp,x25-svc-port,cisco X.25 service (XOT),3
1999,tcp/udp,tcp-id-port,cisco identification port,3
2001,tcp,dc,,3
2001,udp,wizard,curry,3
2002,tcp/udp,globe,,3
2004,tcp,mailbox,,3
2004,udp,emce,CCWS mm conf,3
2005,tcp,berknet,,3
2005,udp,oracle,,3
2006,tcp,invokator,,3
2006,udp,raid-cc,raid,3
2007,tcp,dectalk,,3
2007,udp,raid-am,,3
2008,tcp,conf,,3
2008,udp,terminaldb,,3
2009,tcp,news,,3
2009,udp,whosockami,,3
2010,tcp,search,,3
2010,udp,pipe_server,,3
2011,tcp,raid-cc,raid,3
2011,udp,servserv,,3
2012,tcp,ttyinfo,,3
2012,udp,raid-ac,,3
2013,tcp,raid-am,,3
2013,udp,raid-cd,,3
2014,tcp,troff,,3
2014,udp,raid-sf,,3
2015,tcp,cypress,,3
2015,udp,raid-cs,,3
2016,tcp/udp,bootserver,,3
2017,tcp,cypress-stat,,3
2017,udp,bootclient,,3
2018,tcp,terminaldb,,3
2018,udp,rellpack,,3
2019,tcp,whosockami,,3
2019,udp,about,,3
2020,tcp/udp,xinupageserver,,3
2021,tcp,servexec,,3
2021,udp,xinuexpansion1,,3
2022,tcp,down,,3
2022,udp,xinuexpansion2,,3
2023,tcp/udp,xinuexpansion3,,3
2024,tcp/udp,xinuexpansion4,,3
2025,tcp,ellpack,,3
2025,udp,xribs,,3
2026,tcp/udp,scrabble,,3
2027,tcp/udp,shadowserver,,3
2028,tcp/udp,submitserver,,3
2030,tcp/udp,device2,,3
2032,tcp/udp,blackboard,,3
2033,tcp/udp,glogger,,3
2034,tcp/udp,scoremgr,,3
2035,tcp/udp,imsldoc,,3
2038,tcp/udp,objectmanager,,3
2040,tcp/udp,lam,,3
2041,tcp/udp,interbase,,3
2042,tcp/udp,isis,isis,3
2043,tcp/udp,isis-bcast,isis-bcast,3
2044,tcp/udp,rimsl,,3
2045,tcp/udp,cdfunc,,3
2046,tcp/udp,sdfunc,,3
2047,tcp/udp,dls,,3
2048,tcp/udp,dls-monitor,,3
2049,udp,shilp,,5
2049,tcp/udp,nfs,Network File System – Sun Microsystems,3
2065,tcp/udp,dlsrpn,Data Link Switch Read Port Number,3
2067,tcp/udp,dlswpn,Data Link Switch Write Port Number,3
2090,tcp/udp,lrp,Load Report Protocol,3
2091-2101,tcp/udp,#,Unassigned,3
2102,tcp/udp,zephyr-srv,Zephyr server,3
2103,tcp/udp,zephyr-clt,Zephyr serv-hm connection,3
2104,tcp/udp,zephyr-hm,Zephyr hostmanager,3
2105,tcp/udp,minipay,MiniPay,3
2106-2179,tcp/udp,#,Unassigned,3
2180,tcp/udp,mc-gt-srv,Millicent Vendor Gateway Server,3
2201,tcp/udp,ats,Advanced Training System Program,3
2202,tcp/udp,imtc-map,Int. Multimedia Teleconferencing Cosortium,3
2213,tcp/udp,kali,Kali,3
2220,tcp/udp,ganymede,Ganymede,3
2221,tcp/udp,unreg-ab1,Allen-Bradley unregistered port,3
2222,tcp/udp,unreg-ab2,Allen-Bradley unregistered port,3
2223,tcp/udp,inreg-ab3,Allen-Bradley unregistered port,3
2232,tcp/udp,ivs-video,IVS Video default,3
2233,tcp/udp,infocrypt,INFOCRYPT,3
2234,tcp/udp,directplay,DirectPlay,3
2235,tcp/udp,sercomm-wlink,Sercomm-WLink,3
2236,tcp/udp,nani,Nani,3
2237,tcp/udp,optech-port1-lm,Optech Port1 License Manager,3
2238,tcp/udp,aviva-sna,AVIVA SNA SERVER,3
2239,tcp/udp,imagequery,Image Query,3
2240,tcp/udp,recipe,RECIPe,3
2241,tcp/udp,ivsd,IVS Daemon,3
2242,tcp/udp,foliocorp,Folio Remote Server,3
2243-2278,tcp/udp,#,Unassigned,3
2279,tcp/udp,xmquery,xmquery,3
2280,tcp/udp,lnvpoller,LNVPOLLER,3
2281,tcp/udp,lnvconsole,LNVCONSOLE,3
2282,tcp/udp,lnvalarm,LNVALARM,3
2283,tcp/udp,lnvstatus,LNVSTATUS,3
2284,tcp/udp,lnvmaps,LNVMAPS,3
2285,tcp/udp,lnvmailmon,LNVMAILMON,3
2286,tcp/udp,nas-metering,NAS-Metering,3
2287,tcp/udp,dna,DNA,3
2288,tcp/udp,netml,NETML,3
2289-2294,tcp/udp,#,Unassigned,3
2295,tcp/udp,advant-lm,Advant License Manager,3
2296,tcp/udp,theta-lm,Theta License Manager (Rainbow),3
2297,tcp/udp,d2k-datamover1,D2K DataMover 1,3
2298,tcp/udp,d2k-datamover2,D2K DataMover 2,3
2299,tcp/udp,pc-telecommute,PC Telecommute,3
2300,tcp/udp,cvmmon,CVMMON,3
2301,tcp/udp,cpq-wbem,Compaq HTTP,3
2302,tcp/udp,binderysupport,Bindery Support,3
2303,tcp/udp,proxy-gateway,Proxy Gateway,3
2304,tcp/udp,attachmate-uts,Attachmate UTS,3
2305,tcp/udp,mt-scaleserver,MT ScaleServer,3
2306,tcp/udp,tappi-boxnet,TAPPI BoxNet,3
2307,tcp/udp,pehelp,pehelp,3
2308,tcp/udp,sdhelp,sdhelp,3
2309,tcp/udp,sdserver,SD Server,3
2310,tcp/udp,sdclient,SD Client,3
2311,tcp/udp,messageservice,Message Service,3
2312,tcp/udp,#,Unassigned,3
2313,tcp/udp,iapp,IAPP (Inter Access Point Protocol),3
2314,tcp/udp,cr-websystems,CR WebSystems,3
2315,tcp/udp,precise-sft,Precise Sft.,3
2316,tcp/udp,sent-lm,SENT License Manager,3
2317,tcp/udp,attachmate-g32,Attachmate G32,3
2318,tcp/udp,cadencecontrol,Cadence Control,3
2319,tcp/udp,infolibria,InfoLibria,3
2320,tcp/udp,siebel-ns,Siebel NS,3
2321,tcp,rdlap,RDLAP over UDP,3
2321,udp,rdlap,RDLAP,3
2322,tcp/udp,ofsd,ofsd,3
2323,tcp/udp,3d-nfsd,3d-nfsd,3
2324,tcp/udp,cosmocall,Cosmocall,3
2325,tcp/udp,designspace-lm,Design Space License Management,3
2326,tcp/udp,idcp,IDCP,3
2327,tcp/udp,xingcsm,xingcsm,3
2328,tcp/udp,netrix-sftm,Netrix SFTM,3
2329,tcp/udp,nvd,NVD,3
2330,tcp/udp,tscchat,TSCCHAT,3
2331,tcp/udp,agentview,AGENTVIEW,3
2332,tcp/udp,rcc-host,RCC Host,3
2333,tcp/udp,snapp,SNAPP,3
2334,tcp/udp,ace-client,ACE Client Auth,3
2335,tcp/udp,ace-proxy,ACE Proxy,3
2336,tcp/udp,appleugcontrol,Apple UG Control,3
2337,tcp/udp,ideesrv,ideesrv,3
2338,tcp/udp,norton-lambert,Norton Lambert,3
2339,tcp/udp,3com-webview,3Com WebView,3
2340,tcp/udp,wrs_registry,WRS Registry,3
2341,tcp/udp,xiostatus,XIO Status,3
2342,tcp/udp,manage-exec,Seagate Manage Exec,3
2343,tcp/udp,nati-logos,nati logos,3
2344,tcp/udp,fcmsys,fcmsys,3
2345,tcp/udp,dbm,dbm,3
2346,tcp/udp,redstorm_join,Game Connection Port,3
2347,tcp/udp,redstorm_find,Game Announcement and Location,3
2348,tcp/udp,redstorm_info,Information to query for game status,3
2349,tcp,redstorm_diag,Diagnostics Port,3
2349,udp,redstorm_diag,Disgnostics Port,3
2350,tcp/udp,psbserver,psbserver,3
2351,tcp/udp,psrserver,psrserver,3
2352,tcp/udp,pslserver,pslserver,3
2353,tcp/udp,pspserver,pspserver,3
2354,tcp/udp,psprserver,psprserver,3
2355,tcp/udp,psdbserver,psdbserver,3
2356,tcp/udp,gxtelmd,GXT License Managemant,3
2357,tcp/udp,unihub-server,UniHub Server,3
2358,tcp/udp,futrix,Futrix,3
2359-2388,tcp/udp,#,Unassigned,3
2389,tcp/udp,ovsessionmgr,OpenView Session Mgr,3
2390,tcp/udp,rsmtp,RSMTP,3
2391,tcp/udp,3com-net-mgmt,3COM Net Management,3
2392,tcp/udp,tacticalauth,Tactical Auth,3
2393,tcp/udp,ms-olap1,MS OLAP 1,3
2394,tcp,ms-olap2,MS OLAP 2,3
2394,udp,ms-olap2,MA OLAP 2,3
2395,tcp/udp,lan900_remote,LAN900 Remote,3
2396,tcp/udp,wusage,Wusage,3
2397,tcp/udp,ncl,NCL,3
2398,tcp/udp,orbiter,Orbiter,3
2399,tcp/udp,fmpro-fdal,FileMaker, Inc. – Data Access Layer,3
2400,tcp/udp,opequus-server,OpEquus Server,3
2401,tcp/udp,cvspserver,cvspserver,3
2402,tcp/udp,taskmaster2000,TaskMaster 2000 Server,3
2403,tcp/udp,taskmaster2000,TaskMaster 2000 Web,3
2404,tcp/udp,iec870-5-104,IEC870-5-104,3
2405,tcp/udp,trc-netpoll,TRC Netpoll,3
2406,tcp/udp,jediserver,JediServer,3
2407,tcp/udp,orion,Orion,3
2408,tcp/udp,optimanet,OptimaNet,3
2409,tcp/udp,sns-protocol,SNS Protocol,3
2410,tcp/udp,vrts-registry,VRTS Registry,3
2411,tcp/udp,netwave-ap-mgmt,Netwave AP Management,3
2412,tcp/udp,cdn,CDN,3
2413,tcp/udp,orion-rmi-reg,orion-rmi-reg,3
2414,tcp/udp,interlingua,Interlingua,3
2415-2499,tcp/udp,#,Unassigned2501,tcp/udp,rtsclient,Resource Tracking system client,3
2502-2524,tcp/udp,#,Unassigned,3
2525,tcp/udp,ms-v-worlds,MS V-Worlds,3
2526,tcp/udp,ema-sent-lm,EMA License Manager,3
2527,tcp/udp,iqserver,IQ Server,3
2528,tcp/udp,ncr_ccl,NCR CCL,3
2529,tcp/udp,utsftp,UTS FTP,3
2530,tcp/udp,vrcommerce,VR Commerce,3
2531,tcp/udp,ito-e-gui,ITO-E GUI,3
2532,tcp/udp,ovtopmd,OVTOPMD,3
2533,tcp/udp,#,Unassigned,3
2534,tcp/udp,combox-web-acc,Combox Web Access,3
2535-2563,tcp/udp,#,Unassigned,3
2564,tcp,hp-3000-telnet,HP 3000 NS/VT block mode telnet,3
2565-2591,tcp/udp,#,Unassigned,3
2592,tcp/udp,netrek,netrek,3
2593,tcp/udp,mns-mail,MNS Mail Notice Service,3
2594-2627,tcp/udp,#,Unassigned,3
2628,tcp/udp,dict,DICT,3
2629,tcp/udp,sitaraserver,Sitara Server,3
2630,tcp/udp,sitaramgmt,Sitara Management,3
2631,tcp/udp,sitaradir,Sitara Dir,3
2632,tcp/udp,irdg-post,IRdg Post,3
2633,tcp/udp,interintelli,InterIntelli,3
2634,tcp/udp,pk-electronics,PK Electronics,3
2635,tcp/udp,backburner,Back Burner,3
2636,tcp/udp,solve,Solve,3
2637,tcp/udp,imdocsvc,Import Document Service,3
2638,tcp/udp,sybaseanywhere,Sybase Anywhere,3
2639,tcp/udp,aminet,AMInet,3
2640,tcp/udp,sai_sentlm,Sabbagh Associates Licence Manager,3
2641,tcp/udp,hdl-srv,HDL Server,3
2642,tcp/udp,tragic,Tragic,3
2643,tcp/udp,gte-samp,GTE-SAMP,3
2644,tcp/udp,travsoft-ipx-t,Travsoft IPX Tunnel,3
2645,tcp/udp,novell-ipx-cmd,Novell IPX CMD,3
2646,tcp,and-lm,AND Licence Manager,3
2646,udp,and-lm,AND License Manager,3
2647,tcp/udp,syncserver,SyncServer,3
2648,tcp/udp,upsnotifyprot,Upsnotifyprot,3
2649,tcp/udp,vpsipport,VPSIPPORT,3
2650,tcp/udp,eristwoguns,eristwoguns,3
2651,tcp/udp,ebinsite,EBInSite,3
2652,tcp/udp,interpathpanel,InterPathPanel,3
2653,tcp/udp,sonus,Sonus,3
2654,tcp/udp,corel_vncadmin,Corel VNC Admin,3
2655,tcp/udp,unglue,UNIX Nt Glue,3
2656,tcp/udp,kana,Kana,3
2657,tcp/udp,sns-dispatcher,SNS Dispatcher,3
2658,tcp/udp,sns-admin,SNS Admin,3
2659,tcp/udp,sns-query,SNS Query,3
2660-2699,tcp/udp,#,Unassigned,3
2700,tcp/udp,tqdata,tqdata,3
2701-2783,tcp/udp,#,Unassigned,3
2784,tcp/udp,www-dev,world wide web – development,3
2785,tcp/udp,aic-np,aic-np,3
2786,tcp/udp,aic-oncrpc,aic-oncrpc – Destiny MCD database,3
2787,tcp/udp,piccolo,piccolo – Cornerstone Software,3
2788,tcp/udp,fryeserv,NetWare Loadable Module – Seagate Software,3
2789,tcp/udp,media-agent,Media Agent,3
2789-2907,tcp/udp,#,Unassigned,3
2908,tcp/udp,mao,mao,3
2909,tcp/udp,funk-dialout,Funk Dialout,3
2910,tcp/udp,tdaccess,TDAccess,3
2911,tcp/udp,blockade,Blockade,3
2912,tcp/udp,epicon,Epicon,3
2913,tcp/udp,boosterware,Booster Ware,3
2914,tcp/udp,gamelobby,Game Lobby,3
2915,tcp/udp,tksocket,TK Socket,3
2916,tcp/udp,elvin_server,Elvin Server,3
2917,tcp/udp,elvin_client,Elvin Client,3
2918,tcp/udp,kastenchasepad,Kasten Chase Pad,3
2918-2970,tcp/udp,#,Unassigned,3
2971,tcp/udp,netclip,Net Clip,3
2972,tcp/udp,pmsm-webrctl,PMSM Webrctl,3
2973,tcp/udp,svnetworks,SV Networks,3
2974,tcp/udp,signal,Signal,3
2975,tcp/udp,fjmpcm,Fujitsu Configuration Management Service,3
2976-2997,tcp/udp,#,Unassigned,3
2998,tcp/udp,realsecure,Real Secure,3
2999,tcp/udp,remoteware-un,RemoteWare Unassigned,3
3000,udp,hbci,HBCI,3
3000,tcp/udp,remoteware-cl,RemoteWare Client,3
3001,tcp/udp,redwood-broker,Redwood Broker,3
3002,udp,exlm-agent,EXLM Agent,3
3002,tcp/udp,remoteware-srv,RemoteWare Server,3
3003,tcp/udp,cgms,CGMS,3
3004,tcp/udp,csoftragent,Csoft Agent,3
3005,tcp/udp,geniuslm,Genius License Manager,3
3006,tcp/udp,ii-admin,Instant Internet Admin,3
3007,tcp/udp,lotusmtap,Lotus Mail Tracking Agent Protocol,3
3008,tcp/udp,midnight-tech,Midnight Technologies,3
3009,tcp/udp,pxc-ntfy,PXC-NTFY,3
3010,tcp,gw,Telerate Workstation,3
3010,udp,ping-pong,Telerate Workstation,3
3011,tcp/udp,trusted-web,Trusted Web,3
3012,tcp/udp,twsdss,Trusted Web Client,3
3013,tcp/udp,gilatskysurfer,Gilat Sky Surfer,3
3014,tcp/udp,broker_service,Broker Service,3
3015,tcp/udp,nati-dstp,NATI DSTP,3
3016,tcp/udp,notify_srvr,Notify Server,3
3017,tcp/udp,event_listener,Event Listener,3
3018,tcp/udp,srvc_registry,Service Registry,3
3019,tcp/udp,resource_mgr,Resource Manager,3
3020,tcp/udp,cifs,CIFS,3
3021,tcp/udp,agriserver,AGRI Server,3
3022-3046,tcp/udp,#,Unassigned,3
3047,tcp/udp,hlserver,Fast Security HL Server,3
3048,tcp/udp,pctrader,Sierra Net PC Trader,3
3049,tcp/udp,nsws,NSWS,3
3050-3079,tcp/udp,#,Unassigned,3
3080,tcp/udp,stm_pproc,stm_pproc,3
3081-3104,tcp/udp,#,Unassigned,3
3105,tcp/udp,cardbox,Cardbox,3
3106,tcp/udp,cardbox-http,Cardbox HTTP,3
3107-3129,tcp/udp,#,Unassigned,3
3130,tcp/udp,icpv2,ICPv2,3
3131,tcp/udp,netbookmark,Net Book Mark,3
3132-3140,tcp/udp,#,Unassigned,3
3141,tcp/udp,vmodem,VMODEM,3
3142,tcp/udp,rdc-wh-eos,RDC WH EOS,3
3143,tcp/udp,seaview,Sea View,3
3144,tcp/udp,tarantella,Tarantella,3
3145,tcp/udp,csi-lfap,CSI-LFAP,3
3146,tcp/udp,#,Unassigned,3
3147,tcp/udp,rfio,RFIO,3
3148-3179,tcp/udp,#,Unassigned,3
3180,tcp/udp,mc-brk-srv,Millicent Broker Server,3
3181-3263,tcp/udp,#,Unassigned,3
3264,tcp/udp,ccmail,cc:mail/lotus,3
3265,tcp/udp,altav-tunnel,Altav Tunnel,3
3266,tcp/udp,ns-cfg-server,NS CFG Server,3
3267,tcp/udp,ibm-dial-out,IBM Dial Out,3
3268,tcp/udp,msft-gc,Microsoft Global Catalog,3
3269,tcp/udp,msft-gc-ssl,Microsoft Global Catalog with LDAP/SSL,3
3270,tcp/udp,verismart,Verismart,3
3271,tcp/udp,csoft-prev,CSoft Prev Port,3
3272,tcp/udp,user-manager,Fujitsu User Manager,3
3273,tcp/udp,sxmp,Simple Extensible Multiplexed Protocol,3
3274,tcp/udp,ordinox-server,Ordinox Server,3
3275,tcp/udp,samd,SAMD,3
3276,tcp/udp,maxim-asics,Maxim ASICs,3
3277,tcp/udp,awg-proxy,AWG Proxy,3
3278,tcp/udp,lkcmserver,LKCM Server,3
3279,tcp/udp,admind,admind,3
3280,tcp/udp,vs-server,VS Server,3
3281,tcp/udp,sysopt,SYSOPT,3
3282,tcp/udp,datusorb,Datusorb,3
3283,tcp/udp,net-assistant,Net Assistant,3
3284,tcp/udp,4talk,4Talk,3
3285,tcp/udp,plato,Plato,3
3286,tcp/udp,e-net,E-Net,3
3287,tcp/udp,directvdata,DIRECTVDATA,3
3288,tcp/udp,cops,COPS,3
3289,tcp/udp,enpc,ENPC,3
3290,tcp/udp,caps-lm,CAPS LOGISTICS TOOLKIT – LM,3
3291,tcp/udp,sah-lm,S A Holditch & Associates – LM,3
3292,tcp/udp,cart-o-rama,Cart O Rama,3
3293,tcp/udp,fg-fps,fg-fps,3
3294,tcp/udp,fg-gip,fg-gip,3
3295,tcp/udp,dyniplookup,Dynamic IP Lookup,3
3296,tcp/udp,rib-slm,Rib License Manager,3
3297,tcp/udp,cytel-lm,Cytel License Manager,3
3298,tcp/udp,transview,Transview,3
3299,tcp/udp,pdrncs,pdrncs3301,tcp/udp,bmcpatrolrnvu,BMC Patrol Rendezvous,3
3302,tcp/udp,mcs-fastmail,MCS Fastmail,3
3303,tcp/udp,opsession-clnt,OP Session Client,3
3304,tcp/udp,opsession-srvr,OP Session Server,3
3305,tcp/udp,odette-ftp,ODETTE-FTP,3
3306,tcp/udp,mysql,MySQL,5
3307,tcp/udp,opsession-prxy,OP Session Proxy,3
3308,tcp/udp,tns-server,TNS Server,3
3309,tcp,tns-adv,TNS ADV,3
3309,udp,tns-adv,TND ADV,3
3310,tcp/udp,dyna-access,Dyna Access,3
3311,tcp/udp,mcns-tel-ret,MCNS Tel Ret,3
3312,tcp/udp,appman-server,Application Management Server,3
3313,tcp/udp,uorb,Unify Object Broker,3
3314,tcp/udp,uohost,Unify Object Host,3
3315,tcp/udp,cdid,CDID,3
3316,tcp/udp,aicc-cmi,AICC/CMI,3
3317,tcp/udp,vsaiport,VSAI PORT,3
3318,tcp/udp,ssrip,Swith to Swith Routing Information Protocol,3
3319,tcp/udp,sdt-lmd,SDT License Manager,3
3320,tcp/udp,officelink2000,Office Link 2000,3
3321,tcp/udp,vnsstr,VNSSTR,3
3322-3325,tcp/udp,active-net,Active Networks,3
3326,tcp/udp,sftu,SFTU,3
3327,tcp/udp,bbars,BBARS,3
3328,tcp/udp,egptlm,Eaglepoint License Manager,3
3329,tcp/udp,hp-device-disc,HP Device Disc,3
3330,tcp/udp,mcs-calypsoicf,MCS Calypso ICF,3
3331,tcp/udp,mcs-messaging,MCS Messaging,3
3332,tcp/udp,mcs-mailsvr,MCS Mail Server,3
3333,tcp/udp,dec-notes,DEC Notes,3
3334,tcp/udp,directv-web,Direct TV Webcasting,3
3335,tcp/udp,directv-soft,Direct TV Software Updates,3
3336,tcp/udp,directv-tick,Direct TV Tickers,3
3337,tcp/udp,directv-catlg,Direct TV Data Catalog,3
3338,tcp/udp,anet-b,OMF data b,3
3339,tcp/udp,anet-l,OMF data l,3
3340,tcp/udp,anet-m,OMF data m,3
3341,tcp/udp,anet-h,OMF data h,3
3342,tcp/udp,webtie,WebTIE,3
3343,tcp/udp,ms-cluster-net,MS Cluster Net,3
3344,tcp/udp,bnt-manager,BNT Manager,3
3345,tcp/udp,influence,Influence,3
3346,tcp/udp,trnsprntproxy,Trnsprnt Proxy,3
3347,tcp/udp,phoenix-rpc,Phoenix RPC,3
3348,tcp/udp,pangolin-laser,Pangolin Laser,3
3349,tcp/udp,chevinservices,Chevin Services,3
3350,tcp/udp,findviatv,FINDVIATV,3
3351,tcp/udp,btrieve,BTRIEVE,3
3352,tcp/udp,ssql,SSQL,3
3353,tcp/udp,fatpipe,FATPIPE,3
3354,tcp/udp,suitjd,SUITJD,3
3355,tcp/udp,ordinox-dbase,Ordinox Dbase,3
3356,tcp/udp,upnotifyps,UPNOTIFYPS,3
3357,tcp/udp,adtech-test,Adtech Test IP,3
3358,tcp/udp,mpsysrmsvr,Mp Sys Rmsvr,3
3359,tcp/udp,wg-netforce,WG NetForce,3
3360,tcp/udp,kv-server,KV Server,3
3361,tcp/udp,kv-agent,KV Agent,3
3362,tcp/udp,dj-ilm,DJ ILM,3
3363,tcp/udp,nati-vi-server,NATI Vi Server,3
3364,tcp/udp,creativeserver,Creative Server,3
3365,tcp/udp,contentserver,Content Server,3
3366,tcp/udp,creativepartnr,Creative Partner,3
3367-3371,tcp/udp,satvid-datalnk,Satellite Video Data Link,3
3372,tcp/udp,tip2,TIP 2,3
3373,tcp/udp,lavenir-lm,Lavenir License Manager,3
3374,tcp/udp,cluster-disc,Cluster Disc,3
3375,tcp/udp,vsnm-agent,VSNM Agent,3
3376,tcp,cdborker,CD Broker,3
3376,udp,cdbroker,CD Broker,3
3377,tcp/udp,cogsys-lm,Cogsys Network License Manager,3
3378,tcp/udp,wsicopy,WSICOPY,3
3379,tcp/udp,socorfs,SOCORFS,3
